2theta,intensity,b1,b2,h,k,l,phase,phase_idx
59.09067366321408,14.644509700284013,0.0048945,2.848463641e-09,1,1,5,CaNi(PO3)4_15_sym,0
57.43678739364764,26.923631620533882,0.0048945,2.5666382439999995e-09,7,1,-1,CaNi(PO3)4_15_sym,0
58.43308791863801,34.81067180880832,0.0048945,2.7340349439999998e-09,6,2,-5,CaNi(PO3)4_15_sym,0
57.957407463806064,0.43042791919290435,0.0048945,2.6532800999999998e-09,3,5,-1,CaNi(PO3)4_15_sym,0
59.42454044630291,6.709485039710634,0.0048945,2.907797776e-09,1,3,-5,CaNi(PO3)4_15_sym,0
59.27665463507884,6.461392067510725,0.0048945,2.881435041e-09,5,1,-6,CaNi(PO3)4_15_sym,0
59.32830010209085,45.531160362758946,0.0048945,2.890567696e-09,3,3,3,CaNi(PO3)4_15_sym,0
58.78168916622843,71.22850041600117,0.0048945,2.7942853210000003e-09,5,3,1,CaNi(PO3)4_15_sym,0
58.823912333147184,162.72900127056104,0.0048945,2.801690761e-09,4,4,-4,CaNi(PO3)4_15_sym,0
58.726026044858635,9.737298820998886,0.0048945,2.7846728999999997e-09,3,5,-2,CaNi(PO3)4_15_sym,0
59.04511754690096,4.379278780478498,0.0048945,2.8404636159999997e-09,4,4,1,CaNi(PO3)4_15_sym,0
60.7587638697204,13.48721892489017,0.0048945,3.152934801e-09,3,1,4,CaNi(PO3)4_15_sym,0
59.59523824968364,2.3119407048508482,0.0048945,2.9383988489999996e-09,1,5,2,CaNi(PO3)4_15_sym,0
59.323090868982796,0.1144813278373278,0.0048945,2.8896000250000005e-09,3,5,0,CaNi(PO3)4_15_sym,0
60.0374250474862,0.10423726729043115,0.0048945,3.018733249e-09,5,3,-5,CaNi(PO3)4_15_sym,0
60.55284775699119,94.86533188856488,0.0048945,3.1141980249999996e-09,0,4,4,CaNi(PO3)4_15_sym,0
60.967536725128454,72.40667572653723,0.0048945,3.1924760040000003e-09,4,2,-6,CaNi(PO3)4_15_sym,0
60.31680410187986,28.33489107644249,0.0048945,3.0702681e-09,7,1,-5,CaNi(PO3)4_15_sym,0
61.84730358737588,66.71110557785191,0.0048945,3.3628401e-09,1,1,-6,CaNi(PO3)4_15_sym,0
60.755466161186995,6.10004218507901,0.0048945,3.152261025e-09,2,4,3,CaNi(PO3)4_15_sym,0
61.044084360296054,8.737386000613949,0.0048945,3.2070701610000002e-09,6,0,-6,CaNi(PO3)4_15_sym,0
61.35678429637082,8.987136982780447,0.0048945,3.267151281e-09,4,2,3,CaNi(PO3)4_15_sym,0
60.85125394013021,0.5029042565805908,0.0048945,3.170478249e-09,1,5,-3,CaNi(PO3)4_15_sym,0
62.23978838787567,0.1638908054537712,0.0048945,3.440760964e-09,2,2,-6,CaNi(PO3)4_15_sym,0
61.57884973844298,2.2802267696988254,0.0048945,3.3102762249999995e-09,3,5,-3,CaNi(PO3)4_15_sym,0
61.97260470318862,6.868233448142496,0.0048945,3.3875892089999997e-09,6,2,1,CaNi(PO3)4_15_sym,0
61.99383027208452,12.857784759158314,0.0048945,3.3917811210000002e-09,7,1,0,CaNi(PO3)4_15_sym,0
62.5546303961996,15.543113906676258,0.0048945,3.504166416e-09,8,0,-4,CaNi(PO3)4_15_sym,0
62.736330614187736,9.626756587617717,0.0048945,3.541083049e-09,3,5,1,CaNi(PO3)4_15_sym,0
64.81474682483513,9.823329496536347,0.0048945,3.981483801e-09,0,0,6,CaNi(PO3)4_15_sym,0
